# ID     FLUX_G     FLUX_R      FLUX_I    FLUX_VIS   FLUX_Z     FLUX_Y   FLUX_J   FLUX_H   FLUXERR_G   FLUXERR_R   FLUXERR_I   FLUXERR_VIS   FLUXERR_Z   FLUXERR_Y   FLUXERR_J   FLUXERR_H   ZSPEC     AGN_FLAG   SUPER_ID  
  5096   0.3492     0.3691    0.2944   0.6498   0.5686    0.8628   0.9242   0.8113   0.04305   0.06189   0.1385    0.04886   0.08469   0.1009    0.09943   0.1058    1.016     0        73301  
  5104   0.6904     0.9248    1.121    1.014    0.6629    0.9694   1.202    1.814    0.0447    0.06278   0.1433    0.06608   0.08688   0.09955   0.09776   0.1047    2.3436    0        73073  
  5105   0.3926     0.674     0.5359   0.7637   0.5692    0.8255   0.6931   0.8866   0.04621   0.06526   0.1484    0.06029   0.08919   0.08822   0.08545   0.09272   2.60614   0        73220  
  5108   2.6        6.485     12.07    12.12    14.92     18.65    22.15    29.48    0.1009    0.1515    0.3246    0.1475    0.2133    0.4344    0.439     0.4461    0.535     100      72386  
  5117   3.256      7.59      11.62    11.94    13.4      14.01    15.51    17.44    0.09045   0.1318    0.2914    0.1477    0.1847    0.2869    0.285     0.2978    0.288     0        70649  
  5129   0.2538     0.2234    0.5394   0.3379   -0.1434   0.3758   0.483    0.6435   0.04009   0.05584   0.1282    0.04568   0.0772    0.0754    0.07303   0.07945   1.525     0        73109  
  5139   0.7254     0.7942    1.647    1.762    2.106     2.295    2.501    2.927    0.04757   0.06746   0.1528    0.05994   0.09266   0.1026    0.1003    0.1078    0.96299   0        72734  
  5142   0.2166     1.423     6.601    6.923    9.51      12.17    15.32    21.95    0.05041   0.07148   0.1619    0.072     0.09838   0.1085    0.1058    0.1139    0.672     0        72332  
  5145   0.8344     1.05      1.767    1.725    1.738     1.816    1.971    1.802    0.04487   0.06336   0.1441    0.05165   0.08691   0.09021   0.08822   0.09496   0.8326    0        72884  
  5147   1.381      3.538     7.693    7.789    8.913     11.67    13.43    17.95    0.1033    0.1535    0.3328    0.1347    0.2152    0.3654    0.3659    0.3787    0.431     0        71315  
  5149   0.03272    0.2203    0.3987   0.3944   0.04062   0.3441   0.2776   0.303    0.03903   0.05614   0.1255    0.05268   0.07667   0.07995   0.0771    0.08386   4.02      0        72980  
  5156   1.371      1.686     3.316    3.608    4.675     5.228    6.14     6.97     0.06604   0.09617   0.2128    0.09136   0.1339    0.1956    0.1932    0.2028    0.98463   0        72176  
  5158   0.6446     0.9679    1.293    1.073    0.7254    0.993    1.255    1.9      0.04616   0.06474   0.1481    0.05059   0.08866   0.08964   0.08736   0.09456   2.6305    0        72785  
  5166   0.05298    0.06816   0.1517   0.2203   0.2558    0.1818   0.2209   0.2167   0.03817   0.05397   0.1229    0.0388    0.07454   0.07871   0.07583   0.08286   0.841     0        72902  
  5173   1.154      1.837     3.865    3.776    4.375     4.128    4.577    5.406    0.07549   0.1106    0.2432    0.1122    0.1537    0.2112    0.2088    0.221     0.667     0        71879  
  5174   1.196      1.589     1.607    1.703    1.624     1.463    1.562    1.45     0.05251   0.075     0.1688    0.06657   0.1033    0.131     0.1305    0.1375    0.214     0        72584  
  5176   0.1755     0.08875   0.2379   0.3839   0.5828    1.149    2.377    3.334    0.04242   0.05966   0.1361    0.0371    0.08161   0.0751    0.07225   0.07928   1.73      100      72578  
  5181   0.898      1.427     2.727    2.415    2.497     2.656    2.641    2.824    0.05662   0.0815    0.1819    0.08527   0.1127    0.1541    0.1533    0.1609    0.672     0        72371  
  5197   0.4288     0.3442    0.3536   0.3832   0.5618    0.4347   0.3887   0.8926   0.03982   0.05442   0.1276    0.0407    0.07372   0.06336   0.06084   0.0668    2.3514    0        72572  
  5213   1.569      3.345     4.45     4.539    5.514     5.191    5.532    5.688    0.05361   0.07696   0.1724    0.07952   0.1066    0.1377    0.1366    0.1441    0.3317    0        72011  
  5219   0.006923   0.3151    0.6      0.466    0.2357    0.3659   0.4203   0.4849   0.04565   0.06717   0.1475    0.06816   0.09572   0.1159    0.1125    0.1212    4.287     0        72428  
  5221   1.565      3.487     6.587    6.893    7.765     10.01    11.99    15.72    0.06868   0.09988   0.2211    0.1019    0.1392    0.2169    0.217     0.2255    0.562     0        71372  
  5222   0.2699     0.5463    0.5072   0.6219   0.5643    0.8394   0.8013   0.8976   0.0464    0.06495   0.149     0.0482    0.08891   0.09331   0.09099   0.09827   0.334     0        72320  
  5223   0.2078     0.6137    1.205    1.282    1.412     2.06     2.516    3.819    0.0527    0.07599   0.1694    0.061     0.1047    0.1332    0.1309    0.1391    0.7361    0        72026  
  5242   0.5187     0.6314    0.8035   0.9464   1.312     1.696    1.364    1.836    0.05162   0.0739    0.1657    0.06988   0.1022    0.1303    0.1296    0.1364    1.20856   0        72245  
  5244   0.535      0.5566    1.122    0.8779   1.3       1.673    1.853    2.617    0.04809   0.06845   0.1544    0.05585   0.09399   0.1075    0.1051    0.1127    1.3568    0        72131  
  5248   0.02826    0.1522    0.2904   0.3259   0.4524    0.2072   0.2918   0.2946   0.04213   0.05831   0.1349    0.04521   0.07974   0.07502   0.07265   0.07921   3.70377   0        72443  
  5254   2.058      4.35      5.452    5.74     6.579     6.615    6.721    7.348    0.08827   0.1316    0.285     0.1369    0.1846    0.3118    0.3134    0.3232    0.287     0        71390  
  5265   0.2931     0.4335    1.401    1.193    1.261     1.394    1.406    1.76     0.06616   0.0978    0.2134    0.09053   0.1364    0.2343    0.2358    0.2425    0.68233   0        71969  
  5268   10.94      16.03     18.48    16.77    15.5      14.74    15.98    15.87    0.06154   0.08857   0.1979    0.1094    0.122     0.1483    0.1458    0.1552    0.22569   0        70814  
  5272   0.1647     0.6609    1.562    1.266    1.964     1.798    2.287    3.301    0.04711   0.06651   0.1511    0.05017   0.09126   0.0921    0.08912   0.09681   0.549     0        71780  
  5281   0.2164     0.4187    1.217    1.312    0.7077    1.636    1.979    2.645    0.06392   0.09435   0.2065    0.08073   0.1331    0.2049    0.2029    0.2122    0.73      0        71981  
  5289   0.9072     1.11      1.64     1.707    2.642     3.226    4.078    5.141    0.07938   0.118     0.2557    0.1349    0.1651    0.2486    0.2441    0.2576    1.414     0        71162  
  5292   0.4913     0.7915    1.404    1.497    2.504     2.721    3.142    4.945    0.0503    0.07153   0.1616    0.07034   0.09844   0.1162    0.1144    0.1218    1.2449    0        71783  
  5303   0.1952     0.2462    0.4218   0.5223   0.7355    0.6766   0.8661   1.377    0.04097   0.05735   0.1313    0.03739   0.07814   0.06816   0.0654    0.07208   2.593     110      71960  
  5309   0.1457     0.3911    0.5603   0.6861   0.8623    0.9941   0.9404   1.125    0.04462   0.06292   0.1431    0.042     0.08597   0.08159   0.07867   0.08598   0.68376   0        71972  
  5312   0.5029     0.5541    1.132    1.129    0.9669    1.473    1.201    1.332    0.04732   0.0674    0.1523    0.06222   0.09316   0.123     0.1219    0.1283    0.5326    0        71681  
  5319   2.028      3.422     6.41     6.015    6.831     7.3      7.644    8.942    0.05904   0.08528   0.1899    0.08726   0.1182    0.1674    0.1671    0.1746    0.669     0        71069  
  5322   0.1935     0.2965    0.4674   0.4184   0.6188    0.4576   0.6123   0.6935   0.03992   0.05575   0.1279    0.0344    0.07646   0.06575   0.06283   0.06959   0.314     0        71846  
  5334   0.4512     0.8162    0.9873   1.064    1.303     1.198    1.173    1.303    0.04679   0.06601   0.1504    0.05038   0.09037   0.09308   0.09044   0.0978    0.037     0        71546  
  5336   1.001      2.141     2.726    3.191    3.91      3.189    3.82     4.505    0.06243   0.09039   0.201     0.08232   0.1254    0.1644    0.163     0.1727    0.3305    0        71207  
  5338   0.6682     0.8482    0.9448   0.9236   0.8611    1.368    1.733    2.124    0.04838   0.06873   0.1553    0.05661   0.09483   0.1116    0.1095    0.117     1.8828    0        71510  
  5340   0.1248     1.214     5.103    5.603    7.927     9.979    12.89    18.7     0.04773   0.06743   0.1532    0.06393   0.0925    0.09535   0.09271   0.1004    0.666     0        71048  
  5342   0.6653     1.202     3.543    3.796    5.501     8.06     11.2     14.99    0.07877   0.1163    0.254     0.1351    0.1638    0.2697    0.2669    0.2785    1.108     0        70682  
  5349   21.22      60.37     100.2    101.0    117.3     133.6    152.9    179.1    0.09964   0.1447    0.3211    0.2373    0.2021    0.2676    0.2628    0.2794    0.128     0        67580  
  5352   0.5362     0.6453    1.108    1.168    1.532     1.592    1.841    1.621    0.04523   0.06499   0.1457    0.07925   0.09137   0.118     0.1162    0.1241    1.017     0        71411  
  5355   0.7204     1.291     2.162    2.004    2.27      2.363    2.452    2.943    0.06865   0.1       0.2209    0.1013    0.1403    0.2389    0.2397    0.2469    0.6638    0        71078  
  5379   0.4559     0.5565    0.7292   0.7097   0.5965    0.9535   1.63     1.821    0.04463   0.0631    0.1432    0.05774   0.08682   0.09396   0.09113   0.09873   1.9957    0        71249  
  5391   0.6673     2.129     5.389    5.19     6.631     8.705    10.58    14.58    0.05276   0.07519   0.1695    0.07593   0.1036    0.1261    0.1243    0.1321    0.669     0        70757  
  5409   1.32       2.167     3.338    2.957    3.065     3.073    3.271    3.275    0.06404   0.09312   0.2063    0.09041   0.1294    0.1842    0.1832    0.1922    0.116     0        70454  
  5411   1.013      2.969     7.617    8.16     10.68     14.8     19.18    27.82    0.08107   0.1197    0.2615    0.12      0.168     0.2882    0.2891    0.2983    0.68277   0        69956  
  5413   0.5724     0.456     0.9521   0.943    1.002     0.9774   0.9918   1.034    0.04345   0.06105   0.1393    0.04251   0.08334   0.07923   0.07684   0.08347   0.8338    0        71228  
  5418   0.7135     1.214     1.974    2.029    2.234     2.436    2.458    3.095    0.05258   0.07534   0.169     0.07034   0.1042    0.1331    0.132     0.1395    0.6641    0        70670  
  5419   0.03797    0.7714    2.892    2.817    3.823     5.112    6.439    8.939    0.04552   0.06383   0.1459    0.05468   0.0873    0.08632   0.08342   0.09081   0.679     0        70628  
  5424   1.787      13.6      44.05    47.28    62.42     72.42    94.07    135.8    0.08788   0.1273    0.2823    0.2049    0.1767    0.2335    0.2296    0.2439    0.546     1        68363  
  5439   5.022      12.7      24.25    25.04    31.72     36.33    43.78    60.42    0.07182   0.104     0.2313    0.1405    0.1448    0.2045    0.2032    0.2133    0.414     100      69059  
  5458   0.4753     0.7941    0.8721   0.7763   1.277     0.8483   0.8575   1.17     0.0472    0.06703   0.1517    0.04864   0.09193   0.09683   0.09448   0.1021    2.6274    0        70316  
  5459   0.9942     1.854     2.833    2.582    2.76      2.952    2.909    2.861    0.07885   0.1157    0.2543    0.1244    0.1631    0.2708    0.2705    0.2811    0.284     0        70256  
  5465   1.212      2.94      5.757    6.003    6.995     8.461    9.487    12.31    0.07535   0.1117    0.243     0.1073    0.1563    0.2778    0.2804    0.288     0.61      0        69944  
  5467   0.6323     1.065     1.548    1.581    1.379     1.697    1.658    1.927    0.04825   0.06819   0.1548    0.05429   0.09361   0.1021    0.1001    0.1077    0.5605    0        70583  
  5471   1.164      1.148     1.444    1.315    1.649     1.47     2.224    1.787    0.04623   0.0648    0.1483    0.05227   0.08891   0.09197   0.08982   0.09673   1.7365    0        70685  
  5472   0.3684     2.389     10.22    10.98    15.61     18.64    23.3     33.48    0.05623   0.07992   0.1806    0.09617   0.1101    0.1181    0.1144    0.1239    0.733     0        69188  
  5478   0.6473     0.618     1.198    1.222    1.283     1.739    1.816    1.832    0.05613   0.08112   0.1806    0.0726    0.1126    0.1601    0.1588    0.1667    0.9993    0        70409  
  5486   0.3339     0.3523    1.446    1.409    1.749     2.843    3.459    4.744    0.05771   0.08325   0.1855    0.07348   0.1156    0.1653    0.1649    0.1724    1.1726    0        70331  
  5489   0.5948     1.399     2.86     2.833    3.383     3.962    4.372    5.717    0.0549    0.07872   0.1768    0.08425   0.1086    0.1382    0.137     0.1451    0.57496   0        69914  
  5503   0.05479    0.378     0.4452   0.278    0.4508    0.4142   0.2159   0.2454   0.04416   0.06376   0.142     0.04798   0.08839   0.09688   0.0942    0.102     3.38502   0        70598  
  5506   0.04758    0.1779    0.8361   0.6822   0.8822    1.302    2.109    3.346    0.0487    0.06945   0.1566    0.05247   0.09618   0.1172    0.1159    0.1235    0.995     0        70214  
  5513   0.1368     0.1965    0.3221   0.4338   0.3899    0.5282   0.3226   0.4615   0.03389   0.0478    0.1093    0.07125   0.06797   0.08794   0.08502   0.0921    0.678     0        70301  
  5530   0.5753     0.6258    0.7255   0.7429   0.9663    1.14     1.451    1.497    0.03966   0.05522   0.1273    0.05976   0.07759   0.1063    0.105     0.1114    1.763     0        69992  
  5540   0.5988     0.9443    1.006    0.874    0.8072    0.844    0.8402   1.407    0.04399   0.0614    0.1411    0.04449   0.08373   0.08033   0.07792   0.08457   2.81211   0        70103  
  5543   0.3794     0.4111    0.4349   0.6158   0.6017    0.8077   0.7976   0.6051   0.04992   0.0719    0.1605    0.06477   0.09804   0.1152    0.1138    0.1211    0.5319    0        70121  
  5551   0.8183     1.379     1.955    2.007    2.072     2.381    2.052    2.446    0.07584   0.1111    0.2445    0.09482   0.1554    0.2322    0.2294    0.2413    0.231     0        69365  
  5552   0.6054     0.5304    0.9078   0.7891   0.9416    0.8405   0.8537   0.8135   0.04085   0.05709   0.1312    0.04043   0.07816   0.07448   0.07215   0.07859   0.914     0        70019  
  5556   0.6563     2.722     7.427    7.56     10.03     11.8     14.59    20.61    0.05073   0.07189   0.1629    0.07363   0.09869   0.1069    0.1039    0.1122    0.5336    100      69236  
  5560   0.1652     0.05334   0.2796   0.2027   0.02065   0.1076   0.1138   0.2125   0.05022   0.06855   0.1609    0.03146   0.09415   0.07915   0.07687   0.08377   0.536     0        70115  
  5562   1.007      3.167     8.564    8.603    10.53     11.97    14.8     19.62    0.05124   0.07242   0.1644    0.07802   0.09964   0.1086    0.1056    0.114     0.605     0        69056  
  5565   0.3997     0.4053    0.489    0.689    0.9861    1.272    1.405    1.847    0.04213   0.05918   0.1354    0.04638   0.08106   0.07716   0.07434   0.08121   1.382     0        69821  
  5570   0.08864    0.1543    0.3989   0.2823   0.498     0.5565   0.7873   1.244    0.04973   0.07108   0.1596    0.05488   0.09685   0.1046    0.1021    0.1102    1.8686    0        69761  
  5574   0.5503     0.6454    0.7436   0.5412   0.4678    0.4573   0.6002   0.6065   0.04405   0.06085   0.1412    0.03796   0.08284   0.07393   0.07139   0.07802   2.61824   0        69920  
  5599   0.148      0.744     1.881    2.268    3.071     5.359    8.215    14.37    0.07744   0.1121    0.2495    0.1099    0.1563    0.2165    0.2134    0.2253    0.7345    100      69380  
  5605   0.4307     0.5654    0.6116   0.5472   0.5606    0.7904   0.9509   0.9827   0.03778   0.05378   0.1214    0.03825   0.0733    0.06971   0.06707   0.07343   1.609     0        69659  
  5609   8.15       14.64     19.48    26.63    25.5      34.91    39.22    44.99    0.04201   0.05836   0.1346    0.04842   0.0791    0.06516   0.06207   0.0688    2.81      110      68513  
  5624   0.1782     0.8409    3.406    3.435    4.856     6.52     8.303    13.09    0.05546   0.0796    0.1783    0.0831    0.11      0.1353    0.1326    0.1416    0.671     0        67655  
  5635   0.2117     0.8761    4.01     4.178    5.429     6.971    8.52     11.6     0.04951   0.06989   0.1589    0.06832   0.09647   0.1014    0.09849   0.1066    0.735     0        68579  
  5647   0.05714    0.1811    0.2408   0.235    0.06494   0.01345  0.2297   0.1699   0.04993   0.06846   0.1598    0.042     0.09433   0.1021    0.1002    0.1068    4.203     0        69308  
  5648   0.03062    0.2121    0.8327   0.8528   1.796     2.798    3.94     6.135    0.04827   0.06849   0.1552    0.0617    0.0946    0.1078    0.1053    0.1131    1.188     100      68867  
  5650   0.138      1.267     6.015    6.133    8.398     10.52    13.09    18.25    0.05192   0.07373   0.167     0.07802   0.1014    0.1088    0.1056    0.1142    0.733     0        68210  
  5654   0.2283     0.3797    0.3797   0.3685   0.1948    0.8066   0.5139   0.621    0.05472   0.07929   0.1759    0.04886   0.1087    0.1307    0.1276    0.137     1.299     0        69065  
  5663   0.2043     0.1885    0.317    0.4459   0.9238    0.9599   1.111    1.048    0.04824   0.06754   0.1548    0.05081   0.0919    0.1088    0.1091    0.1144    1.146     0        69101  
  5666   0.7663     0.7236    0.9063   0.7494   1.032     0.9943   1.256    1.239    0.04189   0.0588    0.1343    0.0399    0.07999   0.07161   0.06896   0.07563   1.7738    0        69110  
  5668   1.09       2.59      5.65     5.955    6.814     9.154    11.43    17.18    0.08492   0.1252    0.2731    0.1095    0.1747    0.2767    0.2741    0.2859    0.629     0        67415  
  5669   0.5862     1.241     2.889    2.904    3.87      4.126    5.032    6.212    0.05479   0.0782    0.1761    0.07898   0.1078    0.1213    0.1184    0.1274    0.73769   0        68603  
  5675   0.1791     0.431     1.083    1.334    1.756     2.63     3.468    5.679    0.06259   0.0908    0.2012    0.06848   0.1265    0.1843    0.1841    0.1922    0.732     0        68795  
  5680   0.3376     4.206     16.75    17.69    24.57     31.13    40.69    58.57    0.06702   0.09613   0.2155    0.1249    0.133     0.1582    0.1547    0.1657    0.664     0        65927  
  5685   1.478      4.842     14.51    15.3     19.69     27.54    36.13    52.73    0.1179    0.1731    0.38      0.1841    0.2441    0.3915    0.3894    0.4059    0.6659    0        66977  
  5686   0.4952     1.011     1.466    1.263    0.9318    1.578    1.446    1.821    0.06383   0.09395   0.2056    0.08981   0.1308    0.1947    0.1929    0.2025    0.365     0        68609  
  5687   1.231      1.464     2.759    2.531    2.825     3.28     3.802    3.789    0.05282   0.07573   0.1699    0.06785   0.1041    0.1302    0.1292    0.1364    0.99926   0        68462  
  5690   0.4114     3.305     13.83    14.42    18.98     25.35    32.5     46.09    0.05547   0.0788    0.178     0.09471   0.1085    0.118     0.1148    0.124     0.665     0        66500  
  5699   1.004      1.524     3.039    3.168    3.536     4.04     4.506    5.616    0.06491   0.09501   0.2094    0.09264   0.1322    0.1991    0.1983    0.2072    0.7373    0        68024  
  5704   0.1778     0.8147    3.569    3.917    5.613     8.837    12.21    19.33    0.05746   0.08383   0.185     0.08335   0.1175    0.163     0.1604    0.1699    0.737     0        67382  
  5706   0.3718     0.4583    0.4907   0.6809   0.645     1.313    1.406    1.824    0.05882   0.0843    0.1891    0.07925   0.1166    0.1536    0.153     0.1615    1.5076    0        68606  
  5712   0.01879    0.1573    0.2608   0.4016   0.8431    0.3647   0.432    0.4259   0.04086   0.05708   0.1313    0.03344   0.07801   0.0691    0.06649   0.07298   4.279     0        68747  
  5738   0.3186     0.4811    0.7104   0.954    1.043     1.117    1.054    1.295    0.04965   0.07097   0.1597    0.06895   0.09744   0.1136    0.1113    0.1193    0.456     0        67901  
  5745   0.6072     0.7773    1.244    1.647    2.696     3.1      3.196    4.074    0.05009   0.07133   0.1607    0.06393   0.09847   0.1194    0.1178    0.1253    1.1456    0        67871  
  5749   0.6879     1.24      2.024    2.038    2.155     2.365    2.445    2.886    0.0478    0.06781   0.1535    0.05848   0.0934    0.1045    0.1026    0.11      0.532     0        67979  
  5752   1.64       2.549     5.433    5.601    6.592     7.752    10.35    12.16    0.06882   0.1006    0.2217    0.1088    0.1411    0.2412    0.2427    0.2492    0.841     0        67313  
  5763   0.3722     0.6228    1.035    0.8531   1.152     0.8545   0.8909   1.162    0.04579   0.06516   0.1471    0.05389   0.08956   0.1041    0.1025    0.1095    0.14932   0        67982  
  5765   0.8915     1.147     1.661    1.86     2.148     2.415    2.847    3.34     0.05115   0.07269   0.1643    0.0714    0.1003    0.1211    0.1197    0.1271    1.0793    0        67967  
  5774   0.3847     0.8443    2.199    2.129    2.975     3.049    3.791    5.139    0.05245   0.07615   0.168     0.07966   0.1061    0.1396    0.137     0.1463    0.548     0        67562  
  5776   0.1697     0.2109    0.1994   0.3054   -0.03601  0.4044   0.3386   0.3911   0.03705   0.05206   0.1193    0.04775   0.07333   0.09026   0.08765   0.09485   0.55983   0        68180  
  5781   0.2425     0.4213    0.9186   1.183    1.707     2.848    3.852    6.099    0.04907   0.06993   0.1576    0.06608   0.09596   0.1105    0.1086    0.116     1.383     100      67460  
  5783   0.4717     0.7179    1.143    1.163    1.195     1.33     1.033    1.348    0.04871   0.06957   0.1566    0.07215   0.09603   0.1158    0.1144    0.1218    0.222     0        67418  
  5796   0.1302     0.5413    1.267    1.22     1.516     1.607    2.12     2.812    0.04495   0.06299   0.144     0.04521   0.08576   0.08101   0.07825   0.08547   0.67      100      67865  
  5797   1.208      2.789     6.803    7.32     9.464     11.6     15.31    20.93    0.09223   0.14      0.2979    0.1353    0.1956    0.3578    0.3587    0.3694    0.84      0        67046  
  5798   1.324      2.864     3.839    3.965    4.275     4.194    4.708    5.419    0.04733   0.06676   0.1519    0.06047   0.09177   0.09759   0.09515   0.1027    0.333     100      67502  
  5805   0.1778     0.4316    1.481    2.076    2.098     4.046    5.498    8.213    0.07405   0.1081    0.2381    0.08945   0.1515    0.2315    0.2292    0.2393    0.84194   0        67529  
  5808   1.171      2.511     5.459    5.449    7.243     8.899    11.32    15.98    0.06441   0.09364   0.2072    0.09606   0.13      0.1787    0.178     0.1874    0.678     0        66542  
  5809   0.1124     0.2979    0.6096   0.4238   0.4128    0.3952   0.336    0.4135   0.04057   0.0576    0.1301    0.03376   0.07815   0.06669   0.06377   0.07026   3.647     0        67892  
  5817   1.311      2.419     3.534    3.532    3.537     3.919    4.051    4.675    0.06427   0.09315   0.207     0.09229   0.13      0.1882    0.1862    0.1958    0.127     0        66461  
  5824   0.6488     0.9952    1.61     1.552    1.502     1.742    1.565    1.857    0.04511   0.0633    0.1448    0.05102   0.0869    0.08811   0.08553   0.09278   0.566     0        67571  
  5840   0.6055     0.7023    1.034    1.326    2.493     1.998    2.459    2.961    0.05671   0.08238   0.1822    0.07493   0.1136    0.1634    0.1634    0.1702    0.99915   0        67283  
  5841   0.0637     0.3156    0.3021   0.3442   0.3578    0.3097   0.3257   0.3856   0.03956   0.05496   0.1267    0.03376   0.07501   0.06135   0.0588    0.06483   3.45      0        67535  
  5845   1.413      3.758     5.98     6.311    7.728     7.829    9.254    10.89    0.06802   0.09902   0.2191    0.1018    0.1383    0.2216    0.2222    0.2305    0.343     0        66719  
  5846   1.913      4.694     6.81     6.825    7.084     8.089    8.554    10.21    0.09107   0.1339    0.2931    0.1454    0.1881    0.3033    0.3016    0.3148    0.3469    0        65828  
  5851   0.3012     0.4391    1.196    1.155    1.422     1.394    1.448    1.653    0.05197   0.07506   0.1672    0.07719   0.1042    0.1512    0.1514    0.1581    0.66765   0        66947  
  5852   0.1235     0.2183    -0.0617  0.3453   0.05843   0.3345   0.2761   0.5344   0.05055   0.07306   0.1628    0.06359   0.1018    0.1501    0.1494    0.1559    1.099     0        67478  
  5862   0.08799    0.4395    0.8427   1.304    1.766     4.804    7.134    10.53    0.05219   0.0755    0.168     0.08502   0.1048    0.1243    0.1218    0.1304    1.297     0        66608  
  5865   0.2343     0.1776    0.2001   0.534    0.6303    0.6161   0.8403   1.87     0.06099   0.0889    0.1965    0.09159   0.1226    0.1678    0.1656    0.1748    2.1621    0        67010  
  5867   0.047      0.08431   0.4522   0.1439   -0.03253  0.6113   1.112    1.962    0.05908   0.07827   0.1882    0.02582   0.1029    0.07306   0.07089   0.07771   1.98      0        67178  
  5879   0.4776     0.9205    1.51     1.552    1.636     1.977    1.926    2.554    0.05379   0.07841   0.1732    0.09345   0.1079    0.1553    0.1547    0.1621    0.4353    0        66497  
  5887   0.007321   0.1751    0.2997   0.3334   0.3811    1.294    3.065    4.867    0.03999   0.0581    0.1284    0.04096   0.07834   0.07534   0.07288   0.07952   1.91      0        66626  
  5893   0.7927     1.631     3.116    3.41     4.949     6.201    8.486    11.21    0.04492   0.06912   0.1441    0.07802   0.09615   0.1972    0.1952    0.1997    0.9961    0        66218  
  5896   2.282      4.514     7.23     7.008    8.062     8.411    8.776    10.52    0.08828   0.1305    0.2844    0.137     0.1836    0.2966    0.2944    0.307     0.499     0        65966  
  5901   0.03909    0.1456    0.2811   0.2947   0.3272    0.2181   0.3977   0.3866   0.04161   0.05837   0.1337    0.04842   0.08081   0.08493   0.08294   0.08932   2.55842   0        67289  
  5904   -0.0213    0.1342    0.8593   0.595    0.6549    0.6763   0.6473   0.81     0.04595   0.06411   0.147     0.04351   0.08686   0.0807    0.07804   0.08506   3.939     0        67034  
  5916   0.1479     0.8678    3.815    3.776    5.511     7.083    8.953    12.61    0.04976   0.0705    0.1598    0.06673   0.097     0.1041    0.1012    0.1094    0.735     0        66179  
  5923   0.5376     0.9234    1.549    1.523    1.816     1.882    1.908    2.314    0.05125   0.07263   0.1642    0.06308   0.09978   0.1136    0.1109    0.1194    0.7286    0        66653  
  5925   0.05578    0.02319   0.3589   0.3579   0.6416    0.7726   1.381    2.492    0.04751   0.06751   0.1526    0.05756   0.09388   0.1209    0.1197    0.1259    1.299     0        66830  
  5932   1.276      1.665     3.018    2.912    2.996     2.973    3.103    3.505    0.05307   0.0758    0.1707    0.07348   0.1047    0.1246    0.1227    0.1311    0.668     0        66290  
  5939   0.2366     0.3768    1.033    0.8821   1.187     1.242    1.295    1.518    0.04824   0.06879   0.1551    0.07421   0.09516   0.1087    0.1065    0.1145    0.7635    0        66581  
  5942   0.3998     3.593     17.37    19.09    26.96     36.49    46.73    66.86    0.07516   0.1078    0.2416    0.1525    0.1497    0.1803    0.1761    0.1887    0.732     0        62255  
  5946   0.3668     0.4192    0.8309   0.559    0.4653    0.6644   1.125    1.444    0.04394   0.06161   0.1406    0.05059   0.08386   0.0845    0.08207   0.0892    1.909     0        66569  
  5950   0.2615     0.4431    0.6383   0.6563   0.895     0.837    0.7577   0.9962   0.04537   0.064     0.1459    0.04615   0.08764   0.09207   0.08979   0.09657   0.414     0        66779  
  5952   0.443      0.6164    0.8056   0.7223   0.7558    1.205    1.335    1.661    0.03778   0.05589   0.1212    0.05756   0.07709   0.08839   0.08513   0.0921    1.486     0        66239  
  5954   54.95      61.0      116.4    144.0    137.1     170.1    153.9    192.0    0.0479    0.06695   0.1536    0.1111    0.09134   0.0796    0.07605   0.08396   0.543     111      63692  
  5957   0.3233     0.4236    0.6604   0.7484   0.9014    1.085    1.099    1.038    0.04062   0.05649   0.1303    0.04775   0.07806   0.07166   0.06853   0.07539   0.73653   0        66698  
  5968   0.2068     0.2534    0.2826   0.5818   0.9963    1.088    1.176    1.767    0.04442   0.06348   0.1425    0.05793   0.08779   0.101     0.09856   0.1061    1.2983    0        66335  
  5977   0.186      0.3189    0.3715   0.447    0.8549    0.8573   1.124    1.234    0.04062   0.05752   0.1304    0.04661   0.07938   0.07669   0.074     0.08104   1.0923    0        66392  
  5985   0.2133     1.016     4.413    4.791    6.339     8.424    10.16    14.28    0.05787   0.08211   0.1857    0.09718   0.1131    0.1234    0.1198    0.1296    0.735     100      64772  
  5986   0.8129     0.9482    1.655    1.605    1.603     2.151    2.446    2.857    0.06065   0.08786   0.1954    0.07274   0.1222    0.1776    0.1774    0.1844    1.102     0        65888  
  5991   0.4846     0.4384    0.6028   0.8432   1.378     1.462    1.445    1.592    0.04521   0.0651    0.1456    0.07871   0.09087   0.1173    0.1157    0.1226    1.111     0        66221  
  5995   0.1109     0.1919    0.2425   0.2035   0.2217    0.3311   0.4266   0.2483   0.06194   0.08234   0.1976    0.02933   0.1102    0.07093   0.06785   0.07515   1.358     0        66458  
  6003   2.893      6.959     9.215    10.19    11.87     12.28    13.46    15.27    0.07018   0.1069    0.2268    0.07155   0.1514    0.2957    0.2947    0.3044    0.3446    0        64652  
  6004   0.7094     1.215     2.062    2.115    2.143     2.431    2.58     2.689    0.05464   0.07898   0.1757    0.07125   0.1093    0.1457    0.1449    0.1525    0.5311    0        65678  
  6017   0.2696     0.3256    0.4679   0.7365   0.6926    0.7631   0.8716   1.026    0.05435   0.07833   0.1748    0.06941   0.1081    0.1366    0.1351    0.1431    0.985     0        65993  
